Crop,Region,Season,Temperature_C,Humidity_%,Soil_pH,Soil_Moisture_%,Fertilizer_Name,Fertilizer_Amount_kg,Pesticide_Name,Pesticide_Amount_kg
Pulses,Karnataka,Rabi,27.03,70.41,6.34,27.23,Compost,62.13,Mancozeb,2.37
Groundnut,Tamil Nadu,Kharif,26.8,88.03,7.34,44.61,Compost,62.15,Carbendazim,3.259
Sugarcane,Punjab,Zaid,29.47,76.56,6.81,25.31,Urea,238.35,Chlorpyrifos,4.534
Rice,Odisha,Rabi,26.42,84.62,6.23,47.9,MOP,152.94,Chlorpyrifos,4.393
Rice,Tamil Nadu,Kharif,24.32,74.74,6.46,34.43,Urea,158.13,Imidacloprid,3.12
Cotton,Uttar Pradesh,Zaid,21.32,62.1,6.67,32.97,Compost,97.44,Buprofezin,2.285
Cotton,Bihar,Rabi,25.52,72.22,6.47,54.66,Compost,115.05,Buprofezin,2.896
Cotton,Tamil Nadu,Rabi,32.19,94.06,6.75,50.53,NPK,193.13,Buprofezin,4.187
Rice,Uttar Pradesh,Rabi,24.84,61.69,6.13,53.24,DAP,152.36,Chlorpyrifos,3.16
Cotton,Tamil Nadu,Zaid,32.78,65.95,6.3,30.18,NPK,182.04,Acephate,3.278
Groundnut,Uttar Pradesh,Kharif,21.92,65.75,7.1,46.43,Compost,60.07,Dimethoate,2.34
Maize,Karnataka,Kharif,32.49,65.73,6.69,53.64,Urea,133.92,Imidacloprid,2.787
Cotton,Maharashtra,Zaid,31.58,76.5,5.53,43.32,Compost,102.97,Imidacloprid,3.988
Pulses,Maharashtra,Rabi,25.48,57.3,6.29,23.08,Compost,46.64,Mancozeb,1.801
Cotton,Karnataka,Kharif,32.91,74.57,7.23,35.85,NPK,183.06,Acephate,3.845
Groundnut,Uttar Pradesh,Kharif,28.45,50.93,6.71,35.9,Gypsum,46.62,Chlorpyrifos,2.349
Maize,Punjab,Kharif,23.89,68.37,6.72,72.07,Compost,86.95,Lambda-Cyhalothrin,3.317
Wheat,Uttar Pradesh,Zaid,20.22,63.37,6.9,43.83,SSP,121.34,Carbendazim,1.742
Pulses,Karnataka,Rabi,33.86,55.3,8.25,32.63,NPK,89.46,Thiamethoxam,1.9
Groundnut,Uttar Pradesh,Kharif,26.67,57.58,7.89,39.71,Urea,101.01,Chlorpyrifos,2.204
Groundnut,Uttar Pradesh,Zaid,30.98,84.06,6.91,46.31,Gypsum,51.98,Carbendazim,3.261
Mustard,Rajasthan,Zaid,29.51,80.82,6.33,45.77,SSP,108.07,Carbendazim,2.632
Sugarcane,Maharashtra,Kharif,20.02,69.96,6.09,27.52,NPK,235.0,Chlorpyrifos,3.644
Maize,Odisha,Kharif,30.14,57.26,6.07,47.0,Compost,75.0,Imidacloprid,2.285
Pulses,Odisha,Zaid,29.66,53.92,7.24,50.55,Compost,56.61,Thiamethoxam,2.017
Pulses,Odisha,Rabi,26.63,56.77,7.04,41.17,NPK,92.38,Thiamethoxam,1.598
Rice,Maharashtra,Zaid,27.75,97.45,7.37,42.79,MOP,152.14,Cartap Hydrochloride,5.314
Groundnut,Bihar,Rabi,28.31,64.25,6.05,46.73,Urea,102.68,Chlorpyrifos,2.449
Mustard,Punjab,Rabi,26.02,75.28,6.55,30.66,Compost,74.49,Imidacloprid,2.135
Rice,Uttar Pradesh,Kharif,32.59,64.22,7.14,54.51,MOP,149.47,Chlorpyrifos,3.69
Pulses,Uttar Pradesh,Zaid,31.71,55.22,6.88,18.81,Compost,46.98,Imidacloprid,1.335
Cotton,Odisha,Kharif,31.68,73.13,6.38,34.44,NPK,185.92,Acephate,3.72
Cotton,Maharashtra,Kharif,26.08,64.05,6.79,50.67,Compost,109.75,Imidacloprid,2.846
Mustard,Karnataka,Kharif,19.95,46.27,5.17,45.87,SSP,89.61,Carbendazim,1.422
Wheat,Rajasthan,Zaid,22.11,60.73,5.43,46.22,SSP,116.7,Propiconazole,1.659
Maize,Uttar Pradesh,Rabi,32.55,61.91,6.34,38.26,Urea,125.72,Chlorantraniliprole,2.888
Pulses,Punjab,Rabi,25.59,72.21,6.5,30.59,Compost,59.19,Imidacloprid,1.944
Maize,Odisha,Kharif,30.89,68.64,7.2,25.09,Compost,75.02,Chlorantraniliprole,3.174
Groundnut,Odisha,Zaid,26.83,64.63,7.02,61.1,Urea,109.74,Carbendazim,1.963
Maize,Tamil Nadu,Kharif,23.46,64.43,6.55,57.82,DAP,124.6,Imidacloprid,1.975
Maize,Rajasthan,Zaid,23.42,66.99,6.2,37.57,DAP,112.32,Lambda-Cyhalothrin,2.693
Maize,Maharashtra,Rabi,32.58,74.12,6.38,30.08,Urea,124.61,Imidacloprid,3.407
Wheat,Tamil Nadu,Kharif,32.1,59.78,6.46,46.4,SSP,123.79,Mancozeb,2.245
Sugarcane,Rajasthan,Zaid,31.37,63.26,5.61,42.3,Potash,194.73,Chlorpyrifos,3.81
Mustard,Rajasthan,Zaid,22.4,77.56,5.63,42.7,Urea,115.32,Mancozeb,2.853
Pulses,Punjab,Zaid,30.32,64.74,6.17,38.61,NPK,97.13,Imidacloprid,1.796
Wheat,Tamil Nadu,Rabi,30.35,100,5.96,31.2,NPK,143.43,Propiconazole,4.428
Maize,Odisha,Rabi,24.02,41.22,7.07,37.41,Urea,118.66,Lambda-Cyhalothrin,2.549
Pulses,Bihar,Kharif,18,74.45,6.75,29.28,DAP,87.44,Thiamethoxam,1.838
Groundnut,Tamil Nadu,Rabi,31.16,76.38,7.13,28.49,Urea,105.37,Dimethoate,3.299
Pulses,Rajasthan,Rabi,30.66,75.38,6.69,5,NPK,87.0,Imidacloprid,2.254
Groundnut,Tamil Nadu,Rabi,23.89,98.08,5.84,41.99,Compost,58.77,Dimethoate,4.601
Wheat,Bihar,Rabi,19.48,59.52,6.29,42.84,Urea,130.33,Mancozeb,1.932
Groundnut,Uttar Pradesh,Rabi,28.13,76.43,7.03,36.85,Gypsum,53.53,Carbendazim,2.102
Cotton,Tamil Nadu,Kharif,31.01,52.45,7.02,28.16,Potash,143.53,Imidacloprid,2.604
Rice,Tamil Nadu,Kharif,19.93,69.36,5.7,55.28,DAP,157.33,Imidacloprid,3.146
Cotton,Punjab,Zaid,22.1,76.6,5.79,52.35,NPK,182.02,Acephate,3.908
Maize,Bihar,Rabi,24.63,64.42,6.69,39.26,Compost,72.12,Imidacloprid,2.479
Wheat,Punjab,Rabi,27.81,100,6.82,30.23,NPK,143.41,Carbendazim,3.415
Groundnut,Maharashtra,Kharif,34.33,78.08,5.58,24.24,Compost,57.53,Dimethoate,2.908
Mustard,Uttar Pradesh,Kharif,27.82,72.18,7.32,46.95,Compost,75.58,Mancozeb,2.805
Cotton,Karnataka,Rabi,27.42,80.46,7.21,32.58,Compost,101.26,Acephate,3.937
Cotton,Tamil Nadu,Zaid,28.64,68.48,7.37,36.74,NPK,174.37,Acephate,3.631
Sugarcane,Rajasthan,Zaid,25.17,64.45,7.94,45.14,NPK,232.51,Chlorpyrifos,3.926
Mustard,Rajasthan,Rabi,30.51,65.29,7.16,31.23,SSP,100.62,Mancozeb,1.992
Sugarcane,Maharashtra,Rabi,28.81,69.72,6.85,37.59,NPK,249.84,Malathion,3.879
Mustard,Rajasthan,Rabi,30.8,80.54,6.31,42.94,Compost,66.79,Carbendazim,2.433
Wheat,Rajasthan,Rabi,30.29,72.63,6.68,41.15,NPK,151.96,Propiconazole,2.599
Wheat,Punjab,Kharif,29.12,73.27,7.0,33.74,SSP,122.08,Propiconazole,2.784
Maize,Uttar Pradesh,Zaid,26.7,58.82,7.27,45.12,Compost,74.35,Imidacloprid,2.319
Rice,Odisha,Zaid,24.04,74.14,7.65,43.07,MOP,142.74,Chlorpyrifos,3.487
Mustard,Uttar Pradesh,Zaid,25.26,73.73,7.22,47.2,Urea,122.47,Carbendazim,2.194
Rice,Rajasthan,Rabi,33.9,80.85,7.28,45.03,MOP,149.27,Imidacloprid,3.981
Mustard,Rajasthan,Zaid,21.86,32.43,6.39,57.41,Compost,78.34,Carbendazim,1.312
Wheat,Tamil Nadu,Zaid,27.07,72.17,6.09,60.86,Urea,141.29,Carbendazim,2.399
Rice,Tamil Nadu,Kharif,26.24,35.38,6.26,29.26,DAP,144.39,Chlorpyrifos,2.937
Pulses,Uttar Pradesh,Zaid,24.24,67.14,6.96,50.09,Compost,52.56,Mancozeb,2.079
Maize,Maharashtra,Rabi,27.88,62.51,6.73,48.59,Compost,81.13,Lambda-Cyhalothrin,3.272
Groundnut,Karnataka,Rabi,28.22,60.02,6.4,29.03,Compost,54.14,Dimethoate,2.046
Groundnut,Tamil Nadu,Rabi,30.99,76.31,6.28,50.27,Urea,102.24,Dimethoate,3.525
Cotton,Punjab,Kharif,33.3,61.43,6.5,32.0,NPK,180.05,Imidacloprid,2.49
Rice,Uttar Pradesh,Kharif,22.73,63.79,6.49,17.17,Urea,157.94,Imidacloprid,2.527
Maize,Bihar,Rabi,28.49,73.67,7.35,33.9,Compost,75.41,Lambda-Cyhalothrin,3.298
Maize,Uttar Pradesh,Kharif,27.52,48.38,6.5,43.38,Urea,123.97,Imidacloprid,2.064
Groundnut,Odisha,Rabi,23.67,68.89,7.65,39.95,Gypsum,50.28,Dimethoate,2.638
Maize,Uttar Pradesh,Zaid,30.79,57.43,6.29,48.61,Urea,121.58,Chlorantraniliprole,2.705
Mustard,Karnataka,Rabi,26.07,98.88,6.13,36.38,Urea,119.44,Carbendazim,2.898
Groundnut,Rajasthan,Zaid,26.73,84.79,6.45,48.33,Urea,106.32,Carbendazim,2.849
Pulses,Karnataka,Kharif,29.04,60.76,6.1,27.99,DAP,85.08,Mancozeb,1.716
Rice,Uttar Pradesh,Kharif,24.87,98.19,6.53,51.12,MOP,157.87,Cartap Hydrochloride,4.999
Wheat,Karnataka,Kharif,29.44,77.0,6.8,39.01,SSP,121.64,Carbendazim,2.691
Maize,Punjab,Rabi,32.29,49.55,6.02,53.76,Urea,130.81,Lambda-Cyhalothrin,3.113
Wheat,Maharashtra,Zaid,33.46,54.73,6.25,41.11,NPK,136.22,Carbendazim,1.693
Rice,Karnataka,Rabi,27.17,80.12,6.38,25.2,Urea,162.91,Cartap Hydrochloride,4.182
Sugarcane,Rajasthan,Kharif,30.22,66.8,6.35,29.25,Urea,231.05,Chlorpyrifos,3.937
Wheat,Uttar Pradesh,Rabi,30.76,74.95,7.04,38.99,NPK,143.16,Propiconazole,2.848
Sugarcane,Karnataka,Zaid,27.34,65.5,5.47,51.16,Urea,231.82,Chlorpyrifos,4.214
Mustard,Maharashtra,Zaid,28.26,61.34,7.43,33.43,SSP,94.51,Carbendazim,1.598
Sugarcane,Maharashtra,Zaid,33.51,84.34,6.82,37.6,Potash,195.97,Chlorpyrifos,5.701
Rice,Odisha,Kharif,33.08,69.84,5.87,46.0,MOP,149.8,Cartap Hydrochloride,4.148
Maize,Maharashtra,Rabi,28.39,70.55,6.78,26.47,Compost,71.35,Lambda-Cyhalothrin,3.16
Pulses,Bihar,Zaid,31.35,61.31,5.99,40.34,DAP,89.46,Imidacloprid,1.908
Rice,Bihar,Kharif,31.89,86.17,5.69,19.73,MOP,139.53,Imidacloprid,4.234
Wheat,Rajasthan,Zaid,27.71,76.24,6.51,36.2,SSP,121.99,Propiconazole,2.585
Wheat,Tamil Nadu,Kharif,23.18,76.0,5.99,36.27,Urea,130.21,Carbendazim,2.542
Wheat,Punjab,Rabi,33.79,83.73,7.52,11.42,NPK,129.08,Propiconazole,3.285
Sugarcane,Tamil Nadu,Zaid,34.52,89.4,6.02,29.33,NPK,245.47,Malathion,5.605
Maize,Maharashtra,Kharif,27.36,71.2,6.3,44.14,DAP,119.63,Imidacloprid,2.482
Maize,Tamil Nadu,Kharif,33.67,68.8,5.98,34.32,Compost,74.09,Imidacloprid,3.11
Rice,Maharashtra,Zaid,22.62,47.25,7.41,49.23,DAP,147.64,Imidacloprid,2.914
Pulses,Karnataka,Rabi,32.48,84.1,6.89,15.87,Compost,51.0,Mancozeb,3.239
Sugarcane,Odisha,Rabi,18,62.78,5.18,31.03,Potash,189.58,Imidacloprid,3.148
Groundnut,Odisha,Kharif,26.79,87.18,6.77,31.02,Gypsum,54.45,Chlorpyrifos,3.773
Wheat,Maharashtra,Kharif,25.41,68.19,7.31,31.25,Urea,127.1,Mancozeb,1.998
Maize,Rajasthan,Kharif,27.41,76.32,5.7,39.09,Urea,123.97,Lambda-Cyhalothrin,3.552
Cotton,Rajasthan,Zaid,22.72,70.34,6.29,41.17,Potash,144.46,Buprofezin,2.724
Wheat,Punjab,Rabi,27.4,67.96,6.88,34.79,SSP,112.5,Carbendazim,2.121
Cotton,Bihar,Kharif,32.15,71.43,7.42,31.29,Compost,101.21,Imidacloprid,3.191
Rice,Uttar Pradesh,Rabi,26.44,62.78,6.63,19.06,Urea,158.69,Imidacloprid,2.436
Pulses,Uttar Pradesh,Kharif,29.25,94.04,6.18,17.73,DAP,85.29,Imidacloprid,3.415
Maize,Punjab,Rabi,29.39,84.59,7.57,42.19,Urea,124.0,Lambda-Cyhalothrin,4.771
Wheat,Tamil Nadu,Zaid,29.69,88.54,7.42,29.69,Urea,134.7,Carbendazim,2.987
Mustard,Punjab,Zaid,31.55,63.6,7.14,40.63,Compost,70.79,Mancozeb,2.258
Wheat,Bihar,Kharif,29.39,63.28,6.7,48.33,SSP,118.45,Mancozeb,2.417
Pulses,Odisha,Rabi,33.52,67.52,7.13,53.38,NPK,101.77,Mancozeb,2.574
Groundnut,Odisha,Zaid,34.62,63.02,6.73,39.39,Compost,60.42,Chlorpyrifos,3.037
Wheat,Tamil Nadu,Zaid,30.41,55.17,6.83,34.24,Urea,129.92,Mancozeb,1.984
Groundnut,Uttar Pradesh,Rabi,25.13,73.83,6.92,50.84,Gypsum,60.3,Chlorpyrifos,3.055
Rice,Bihar,Zaid,27.3,76.06,6.98,40.28,DAP,152.69,Chlorpyrifos,4.164
Rice,Rajasthan,Rabi,29.22,83.41,6.17,23.76,Urea,164.37,Cartap Hydrochloride,4.277
Maize,Bihar,Rabi,23.32,62.01,5.82,26.91,Compost,65.55,Lambda-Cyhalothrin,2.673
Mustard,Karnataka,Kharif,20.04,53.75,6.16,33.8,Urea,112.63,Mancozeb,1.813
Sugarcane,Rajasthan,Zaid,24.89,74.77,6.02,24.52,NPK,237.77,Imidacloprid,3.614
Rice,Rajasthan,Zaid,27.51,55.22,6.82,34.53,MOP,139.53,Imidacloprid,2.438
Wheat,Rajasthan,Rabi,25.7,88.11,6.46,39.08,Urea,140.6,Propiconazole,3.674
Sugarcane,Maharashtra,Zaid,33.16,62.53,6.02,24.3,NPK,237.35,Imidacloprid,3.477
Pulses,Karnataka,Kharif,34.84,60.93,6.29,41.42,NPK,103.63,Imidacloprid,1.632
Cotton,Punjab,Kharif,26.03,75.59,6.82,35.5,NPK,182.55,Buprofezin,3.275
Cotton,Punjab,Kharif,23.39,60.67,7.33,38.74,Compost,98.29,Imidacloprid,2.332
Wheat,Tamil Nadu,Rabi,26.19,97.06,6.37,35.29,NPK,139.33,Carbendazim,3.463
Wheat,Tamil Nadu,Zaid,32.87,66.24,6.02,40.81,SSP,124.61,Carbendazim,2.1
Rice,Punjab,Zaid,24.63,68.42,6.18,42.38,Urea,161.05,Chlorpyrifos,3.412
Rice,Odisha,Rabi,28.83,50.82,7.39,46.51,Urea,161.58,Imidacloprid,3.05
Cotton,Rajasthan,Rabi,31.87,75.03,6.75,48.36,Potash,152.46,Buprofezin,3.499
Groundnut,Punjab,Zaid,27.22,83.74,7.19,57.98,Gypsum,52.45,Carbendazim,2.881
Maize,Odisha,Rabi,28.98,50.55,6.27,54.68,Compost,76.71,Chlorantraniliprole,2.722
Pulses,Punjab,Zaid,27.55,62.47,6.61,21.46,Compost,54.69,Mancozeb,1.704
Sugarcane,Rajasthan,Zaid,29.75,63.49,5.58,39.0,Urea,223.08,Malathion,3.405
Pulses,Maharashtra,Rabi,26.13,84.13,6.4,49.74,Compost,64.01,Imidacloprid,2.935
Maize,Odisha,Zaid,38.54,50.55,5.63,49.61,DAP,119.71,Lambda-Cyhalothrin,3.438
Groundnut,Odisha,Rabi,27.88,94.27,6.58,45.26,Urea,113.47,Carbendazim,2.82
Groundnut,Bihar,Kharif,30.41,75.54,7.04,32.41,Gypsum,48.96,Dimethoate,3.112
Maize,Maharashtra,Zaid,32.65,57.76,7.14,49.4,DAP,123.47,Chlorantraniliprole,3.05
Pulses,Uttar Pradesh,Zaid,33.76,90.06,6.23,55.45,NPK,115.76,Thiamethoxam,3.609
Maize,Odisha,Kharif,34.81,72.69,5.37,54.97,Compost,80.4,Lambda-Cyhalothrin,3.888
Sugarcane,Rajasthan,Zaid,26.71,75.79,6.28,26.19,Urea,237.87,Malathion,4.346
Cotton,Punjab,Zaid,32.08,68.35,6.41,39.07,Potash,156.67,Acephate,3.47
Wheat,Maharashtra,Kharif,24.48,69.15,6.63,56.13,Urea,135.89,Carbendazim,2.229
Cotton,Odisha,Kharif,23.65,67.1,6.85,45.34,Potash,152.1,Acephate,2.927
Groundnut,Tamil Nadu,Rabi,26.05,56.14,5.67,42.4,Urea,91.71,Carbendazim,1.49
Groundnut,Odisha,Kharif,30.87,88.52,6.34,22.01,Urea,107.13,Dimethoate,3.617
Pulses,Bihar,Zaid,24.69,69.39,5.16,26.81,Compost,52.02,Thiamethoxam,1.848
Pulses,Uttar Pradesh,Kharif,25.16,65.74,6.59,58.66,DAP,97.66,Mancozeb,2.341
Maize,Uttar Pradesh,Kharif,24.44,61.16,6.43,47.17,Compost,79.04,Imidacloprid,2.226
Maize,Maharashtra,Rabi,36.92,100,6.58,33.42,DAP,122.68,Chlorantraniliprole,5.28
Groundnut,Odisha,Rabi,33.57,63.17,6.34,34.33,Compost,64.39,Chlorpyrifos,3.129
Pulses,Uttar Pradesh,Rabi,25.43,66.7,5.78,30.59,DAP,89.66,Mancozeb,1.48
Groundnut,Rajasthan,Kharif,29.44,62.91,5.8,36.59,Gypsum,44.99,Chlorpyrifos,2.407
Cotton,Maharashtra,Kharif,25.51,84.8,6.15,54.45,NPK,188.04,Imidacloprid,3.526
Maize,Uttar Pradesh,Rabi,31.23,85.88,6.73,69.48,DAP,133.81,Imidacloprid,3.914
Groundnut,Uttar Pradesh,Zaid,29.22,57.16,6.51,41.09,Urea,106.0,Chlorpyrifos,2.259
Rice,Bihar,Kharif,26.56,78.17,7.49,42.39,Urea,170.5,Imidacloprid,3.802
Cotton,Rajasthan,Rabi,28.25,79.73,5.74,45.43,NPK,184.61,Buprofezin,3.775
Cotton,Bihar,Kharif,32.02,70.51,6.06,40.51,Compost,97.93,Acephate,3.747
Pulses,Punjab,Zaid,35.84,77.39,5.97,41.17,Compost,56.65,Mancozeb,3.336
Cotton,Rajasthan,Zaid,31.97,77.09,6.31,48.15,Potash,152.95,Imidacloprid,3.804
Mustard,Tamil Nadu,Zaid,28.38,75.25,7.4,37.23,Compost,62.31,Mancozeb,2.441
Mustard,Uttar Pradesh,Kharif,29.6,79.27,6.53,38.74,Compost,72.52,Mancozeb,2.778
Wheat,Maharashtra,Zaid,23.45,49.36,6.47,37.25,NPK,133.38,Propiconazole,1.675
Groundnut,Uttar Pradesh,Rabi,28.07,54.43,6.26,33.83,Gypsum,42.3,Dimethoate,2.171
Groundnut,Rajasthan,Kharif,23.91,68.59,5.87,53.95,Gypsum,53.6,Carbendazim,2.331
Wheat,Tamil Nadu,Rabi,24.72,87.35,7.07,54.85,Urea,139.24,Carbendazim,3.092
Cotton,Odisha,Rabi,34.16,74.99,7.23,36.14,NPK,185.36,Imidacloprid,3.796
Cotton,Odisha,Rabi,31.46,61.67,6.12,31.16,Compost,104.46,Buprofezin,2.701
Sugarcane,Uttar Pradesh,Kharif,27.03,55.72,6.37,53.36,Urea,238.15,Imidacloprid,3.013
Rice,Bihar,Rabi,26.83,60.91,5.58,53.11,DAP,153.66,Cartap Hydrochloride,3.095
Rice,Tamil Nadu,Rabi,32.36,77.45,4.89,54.0,Urea,168.89,Imidacloprid,4.261
Maize,Karnataka,Rabi,37.24,64.93,7.26,58.54,DAP,124.5,Imidacloprid,3.082
Groundnut,Maharashtra,Rabi,27.84,52.85,7.88,49.82,Compost,55.42,Chlorpyrifos,2.384
Groundnut,Tamil Nadu,Zaid,30.89,72.9,5.35,40.69,Gypsum,55.61,Carbendazim,2.567
Maize,Uttar Pradesh,Rabi,42.18,58.16,6.24,28.3,Compost,76.75,Chlorantraniliprole,3.224
Wheat,Bihar,Rabi,27.62,70.42,5.44,45.94,SSP,119.14,Propiconazole,2.586
Sugarcane,Uttar Pradesh,Zaid,23.96,57.66,7.06,51.9,Potash,203.21,Chlorpyrifos,3.549
Wheat,Bihar,Kharif,31.47,62.8,7.71,26.51,SSP,112.62,Carbendazim,1.828
Pulses,Karnataka,Kharif,27.47,66.23,6.68,34.6,DAP,81.32,Thiamethoxam,1.892
Sugarcane,Maharashtra,Rabi,27.54,65.7,6.84,38.47,Potash,199.94,Imidacloprid,3.374
Sugarcane,Punjab,Rabi,27.73,81.11,8.12,32.04,Potash,194.08,Imidacloprid,4.052
Groundnut,Bihar,Kharif,26.06,45.53,5.79,34.6,Compost,55.69,Chlorpyrifos,1.886
Rice,Bihar,Rabi,28.09,79.98,6.58,56.51,MOP,146.56,Cartap Hydrochloride,4.562
Sugarcane,Punjab,Kharif,28.62,86.59,6.74,40.66,Potash,200.64,Malathion,5.498
Groundnut,Uttar Pradesh,Zaid,31.51,89.52,6.27,26.96,Compost,59.71,Dimethoate,3.759
Groundnut,Karnataka,Kharif,22.47,80.92,6.73,35.56,Gypsum,52.39,Carbendazim,2.422
Wheat,Maharashtra,Rabi,25.29,76.63,6.69,31.42,SSP,121.16,Propiconazole,3.03
Groundnut,Karnataka,Zaid,25.32,55.12,6.91,28.25,Gypsum,47.34,Chlorpyrifos,2.095
Rice,Tamil Nadu,Rabi,29.77,88.06,6.27,36.33,DAP,161.25,Imidacloprid,4.208
Mustard,Odisha,Kharif,20.68,77.97,7.54,42.57,Compost,65.83,Mancozeb,2.726
Groundnut,Tamil Nadu,Zaid,35.34,85.29,7.69,46.46,Urea,116.09,Chlorpyrifos,4.453
Maize,Karnataka,Rabi,22.46,92.07,6.8,25.32,DAP,118.21,Chlorantraniliprole,4.005
Mustard,Karnataka,Kharif,31.39,72.58,6.72,57.26,SSP,105.08,Mancozeb,2.743
Sugarcane,Uttar Pradesh,Kharif,27.39,70.42,6.39,15.63,Potash,199.36,Malathion,3.876
Groundnut,Punjab,Kharif,26.15,56.06,6.18,34.25,Urea,95.38,Chlorpyrifos,2.143
Sugarcane,Karnataka,Zaid,26.2,74.01,5.94,52.67,NPK,249.88,Imidacloprid,3.615
Rice,Uttar Pradesh,Rabi,24.42,54.65,6.77,26.56,Urea,152.4,Chlorpyrifos,3.097
Sugarcane,Tamil Nadu,Kharif,35.76,79.42,5.98,47.43,Potash,197.93,Malathion,5.551
Cotton,Rajasthan,Zaid,24.37,70.9,6.52,19.75,NPK,175.88,Buprofezin,2.684
Pulses,Rajasthan,Zaid,33.04,63.74,6.32,49.28,Compost,64.89,Mancozeb,2.298
Mustard,Odisha,Rabi,22.87,61.44,6.09,57.77,SSP,113.14,Mancozeb,1.73
Sugarcane,Punjab,Kharif,29.2,53.66,7.37,36.18,Urea,228.91,Chlorpyrifos,3.557
Sugarcane,Odisha,Rabi,36.99,72.03,7.0,11.51,Urea,224.33,Malathion,4.819
Wheat,Punjab,Kharif,32.52,84.64,6.88,45.88,NPK,142.97,Mancozeb,3.788
Pulses,Tamil Nadu,Rabi,20.44,62.26,6.69,26.73,DAP,87.74,Thiamethoxam,1.406
Maize,Tamil Nadu,Zaid,30.27,59.28,6.05,48.39,Compost,79.9,Lambda-Cyhalothrin,2.711
Wheat,Punjab,Rabi,27.41,49.05,6.43,41.03,Urea,131.23,Propiconazole,1.926
Rice,Uttar Pradesh,Kharif,24.87,63.32,6.78,56.28,Urea,167.81,Imidacloprid,2.794
Sugarcane,Tamil Nadu,Kharif,24.96,67.32,7.1,45.29,Urea,235.08,Imidacloprid,3.571
Pulses,Punjab,Zaid,29.19,55.87,6.16,42.7,DAP,91.15,Imidacloprid,1.564
Rice,Uttar Pradesh,Zaid,20.94,70.04,6.58,73.97,Urea,175.13,Chlorpyrifos,4.391
Maize,Odisha,Zaid,31.09,75.56,5.87,50.66,DAP,123.72,Imidacloprid,3.4
Mustard,Maharashtra,Rabi,30.76,58.59,5.82,62.56,Urea,116.09,Carbendazim,1.765
Wheat,Rajasthan,Rabi,32.02,65.53,6.45,28.25,NPK,138.53,Mancozeb,2.881
Sugarcane,Odisha,Kharif,26.68,100,6.82,21.64,Urea,239.12,Imidacloprid,5.104
Rice,Karnataka,Zaid,26.95,68.29,6.7,44.18,Urea,163.89,Imidacloprid,3.184
Mustard,Uttar Pradesh,Kharif,29.6,95.19,6.53,41.76,Urea,116.29,Imidacloprid,4.047
Rice,Maharashtra,Zaid,30.4,87.93,6.8,40.39,Urea,167.51,Chlorpyrifos,5.097
Sugarcane,Maharashtra,Rabi,22.52,70.92,6.18,37.58,NPK,239.87,Chlorpyrifos,3.912
Rice,Bihar,Kharif,25.35,92.27,5.59,45.88,DAP,156.89,Chlorpyrifos,4.966
Pulses,Odisha,Kharif,34.24,95.63,6.17,26.06,NPK,95.06,Imidacloprid,3.51
Wheat,Karnataka,Kharif,22.94,49.99,7.35,30.34,SSP,109.74,Propiconazole,1.815
Pulses,Punjab,Kharif,32.01,64.86,6.19,21.11,DAP,78.45,Thiamethoxam,1.982
Wheat,Tamil Nadu,Zaid,31.25,56.03,6.23,20.61,SSP,110.36,Mancozeb,2.171
Groundnut,Punjab,Kharif,30.68,74.91,6.69,39.08,Compost,62.05,Carbendazim,2.547
Wheat,Karnataka,Kharif,25.51,66.21,6.85,54.61,SSP,128.04,Carbendazim,2.0
Maize,Karnataka,Rabi,28.93,71.54,7.16,23.47,Urea,123.6,Imidacloprid,3.136
Pulses,Rajasthan,Rabi,30.87,70.32,4.86,41.55,DAP,78.07,Thiamethoxam,2.397
Mustard,Odisha,Zaid,25.92,64.2,6.56,26.24,Compost,66.51,Mancozeb,1.979
Maize,Bihar,Kharif,35.76,82.88,6.5,34.1,DAP,124.33,Chlorantraniliprole,4.18
Mustard,Uttar Pradesh,Zaid,30.04,65.89,5.48,42.54,Urea,112.41,Carbendazim,1.745
Groundnut,Rajasthan,Kharif,30.12,46.53,6.89,49.74,Compost,64.78,Chlorpyrifos,2.443
Pulses,Rajasthan,Zaid,28.21,70.43,6.96,36.69,Compost,55.84,Mancozeb,2.338
Wheat,Odisha,Zaid,31.19,58.55,6.3,21.56,NPK,131.33,Carbendazim,1.607
Groundnut,Punjab,Rabi,28.43,91.24,6.42,39.85,Compost,69.39,Carbendazim,3.187
Rice,Bihar,Kharif,29.52,55.35,6.63,43.11,MOP,151.36,Imidacloprid,3.172
Cotton,Rajasthan,Zaid,25.62,57.91,5.9,37.67,Potash,150.08,Buprofezin,2.669
Sugarcane,Odisha,Rabi,26.65,86.65,6.92,37.7,Urea,238.66,Imidacloprid,4.542
Maize,Maharashtra,Rabi,27.49,62.26,6.5,23.81,DAP,114.54,Imidacloprid,2.079
Rice,Uttar Pradesh,Zaid,27.43,77.74,6.1,51.57,Urea,165.25,Imidacloprid,3.94
Maize,Odisha,Kharif,33.56,75.19,5.61,53.8,Urea,125.27,Chlorantraniliprole,3.746
Rice,Rajasthan,Rabi,21.42,54.73,6.47,48.54,MOP,139.91,Imidacloprid,2.558
Rice,Odisha,Rabi,35.15,62.99,7.19,28.63,DAP,151.85,Imidacloprid,2.795
Maize,Uttar Pradesh,Kharif,35.92,71.47,6.92,8.44,Compost,64.38,Chlorantraniliprole,3.176
