Crop,Region,Season,Temperature_C,Humidity_%,Soil_pH,Soil_Moisture_%,Fertilizer_Name,Fertilizer_Amount_kg_per_acre,Pesticide_Name,Pesticide_Amount_kg_per_acre
Jowar,West Bengal,Zaid,21.33,92.01,7.03,47.64,Urea,115.47,Lambda-Cyhalothrin,4.049
Wheat,Rajasthan,Rabi,23.3,62.71,8.36,30.8,SSP,112.12,Mancozeb,2.133
Mustard,Punjab,Zaid,27.78,65.09,7.29,43.87,SSP,97.46,Carbendazim,1.993
Potato,Odisha,Kharif,28.2,63.79,5.96,26.32,MOP,166.14,Mancozeb,2.787
Groundnut,Maharashtra,Kharif,23.92,47.25,7.16,44.22,Gypsum,52.53,Carbendazim,1.626
Sugarcane,Bihar,Kharif,30.92,61.97,6.95,29.36,Urea,232.95,Chlorpyrifos,3.72
Jowar,West Bengal,Rabi,20.35,66.4,6.35,55.39,NPK,121.09,Chlorpyrifos,2.419
Sugarcane,Andhra Pradesh,Kharif,22.61,69.59,7.51,65.68,Urea,246.16,Chlorpyrifos,3.966
Potato,Tamil Nadu,Kharif,19.51,63.31,6.09,33.64,MOP,170.56,Cartap Hydrochloride,2.61
Groundnut,Bihar,Rabi,23.65,60.47,5.36,19.6,Urea,91.54,Chlorpyrifos,1.917
Pulses,Karnataka,Rabi,29.21,67.29,6.68,34.65,NPK,96.07,Mancozeb,2.403
Wheat,Karnataka,Rabi,27.96,51.44,6.1,20.16,Urea,131.61,Propiconazole,1.832
Sugarcane,Bihar,Zaid,33.06,63.57,6.78,72.37,NPK,265.08,Imidacloprid,3.723
Mustard,Punjab,Zaid,32.74,71.8,7.15,40.89,SSP,96.48,Imidacloprid,2.64
Mustard,West Bengal,Rabi,25.87,90.17,6.05,54.05,SSP,111.98,Carbendazim,2.786
Sugarcane,Uttar Pradesh,Zaid,35.48,75.08,5.87,35.01,NPK,238.51,Malathion,4.759
Cotton,Bihar,Rabi,25.52,70.22,6.47,59.1,Compost,113.59,Buprofezin,2.741
Cotton,Tamil Nadu,Rabi,32.19,92.06,6.73,54.29,NPK,191.62,Buprofezin,3.913
Rice,Uttar Pradesh,Rabi,24.84,59.69,6.16,57.45,DAP,154.01,Chlorpyrifos,3.047
Jowar,Tamil Nadu,Zaid,23.72,79.68,6.31,29.91,NPK,112.42,Lambda-Cyhalothrin,2.946
Groundnut,Uttar Pradesh,Kharif,21.92,63.75,7.05,49.5,Compost,60.78,Dimethoate,2.203
Maize,Karnataka,Kharif,32.49,63.73,6.67,57.91,Urea,137.39,Imidacloprid,2.621
Cotton,West Bengal,Kharif,31.58,74.5,5.61,45.87,Compost,102.77,Imidacloprid,3.784
Jowar,Tamil Nadu,Kharif,25.24,57.49,6.1,29.71,Urea,104.55,Lambda-Cyhalothrin,1.869
Rice,West Bengal,Rabi,28.24,62.52,6.27,42.57,DAP,156.1,Cartap Hydrochloride,3.243
Sugarcane,Tamil Nadu,Rabi,25.67,76.48,6.17,40.41,NPK,246.32,Imidacloprid,3.83
Potato,Maharashtra,Kharif,20.33,70.78,5.94,40.1,Urea,197.19,Mancozeb,2.703
Cotton,Maharashtra,Kharif,26.59,69.03,5.43,34.26,Compost,100.94,Buprofezin,2.875
Cotton,Karnataka,Rabi,30.57,73.24,6.63,48.19,Potash,155.76,Acephate,4.03
Wheat,Punjab,Zaid,32.54,61.87,6.13,55.01,NPK,139.36,Propiconazole,2.146
Sugarcane,Uttar Pradesh,Kharif,30.07,83.43,6.18,42.83,Urea,242.94,Imidacloprid,4.216
Maize,Bihar,Rabi,26.16,85.34,6.88,53.43,Compost,78.17,Lambda-Cyhalothrin,4.231
Sugarcane,Andhra Pradesh,Zaid,23.02,67.96,6.12,27.44,NPK,234.48,Chlorpyrifos,3.491
Maize,Uttar Pradesh,Zaid,33.2,66.43,7.28,32.38,Urea,116.84,Lambda-Cyhalothrin,3.166
Potato,Punjab,Kharif,22.7,69.03,6.28,33.82,DAP,184.41,Carbendazim,2.418
Wheat,Rajasthan,Kharif,31.91,74.56,6.0,41.56,SSP,122.99,Carbendazim,2.425
Pulses,West Bengal,Kharif,30.47,80.0,6.0,47.19,NPK,107.1,Imidacloprid,2.951
Wheat,Odisha,Kharif,24.86,46.41,5.85,41.87,SSP,111.65,Propiconazole,1.549
Maize,Bihar,Zaid,25.41,60.3,6.0,46.25,Compost,72.19,Imidacloprid,2.212
Sugarcane,Tamil Nadu,Kharif,30.84,75.84,7.38,27.83,Potash,200.26,Chlorpyrifos,4.744
Cotton,Bihar,Zaid,28.16,70.46,6.58,36.26,Potash,153.59,Imidacloprid,3.202
Sugarcane,Andhra Pradesh,Zaid,32.24,46.81,6.48,45.0,Urea,233.04,Malathion,3.991
Cotton,Odisha,Kharif,31.68,71.13,6.39,35.51,NPK,184.05,Acephate,3.516
Cotton,Maharashtra,Kharif,26.08,62.05,6.77,54.44,Compost,108.95,Imidacloprid,2.718
Mustard,Andhra Pradesh,Zaid,19.95,44.27,5.28,48.85,SSP,92.29,Carbendazim,1.424
Potato,Bihar,Zaid,26.52,64.2,6.68,30.92,MOP,166.51,Cartap Hydrochloride,2.646
Pulses,Tamil Nadu,Kharif,24.38,68.49,6.77,51.56,DAP,88.68,Thiamethoxam,2.185
Mustard,Punjab,Rabi,30.62,83.01,5.55,17.3,Urea,109.29,Imidacloprid,2.607
Jowar,Uttar Pradesh,Kharif,26.25,86.43,6.18,19.93,NPK,112.92,Lambda-Cyhalothrin,3.393
Cotton,Punjab,Kharif,26.74,52.97,6.6,56.24,Potash,144.77,Acephate,3.094
Sugarcane,Punjab,Zaid,29.52,67.49,5.88,35.5,Potash,193.44,Malathion,4.129
Cotton,Andhra Pradesh,Rabi,24.24,78.67,6.07,50.6,Potash,146.47,Acephate,3.673
Pulses,Andhra Pradesh,Kharif,29.19,44.94,6.74,36.03,DAP,87.23,Thiamethoxam,1.582
Mustard,Tamil Nadu,Kharif,18.92,71.92,6.7,26.45,Urea,108.11,Carbendazim,1.676
Sugarcane,Andhra Pradesh,Rabi,32.95,61.26,5.68,44.68,Potash,194.34,Chlorpyrifos,3.718
Mustard,Rajasthan,Zaid,22.4,75.56,5.7,45.14,Urea,113.89,Mancozeb,2.66
Pulses,Punjab,Zaid,30.32,62.74,6.2,40.38,NPK,96.74,Imidacloprid,1.653
Wheat,Tamil Nadu,Rabi,30.35,98.16,6.0,31.73,NPK,148.18,Propiconazole,4.123
Maize,Odisha,Rabi,24.02,39.22,7.02,38.98,Urea,118.09,Lambda-Cyhalothrin,2.557
Pulses,Bihar,Kharif,17.59,72.45,6.73,29.5,DAP,85.89,Thiamethoxam,1.677
Potato,Punjab,Rabi,21.64,65.95,5.5,58.69,MOP,184.3,Carbendazim,2.625
Cotton,Rajasthan,Kharif,28.72,57.32,7.27,24.05,Compost,100.61,Acephate,2.923
Sugarcane,Punjab,Zaid,26.44,82.07,6.52,30.78,Potash,205.01,Chlorpyrifos,4.876
Jowar,Andhra Pradesh,Rabi,27.29,72.66,6.82,32.44,Urea,106.69,Chlorpyrifos,2.328
Rice,Karnataka,Zaid,25.34,55.72,5.35,37.93,Urea,154.65,Cartap Hydrochloride,2.683
Rice,Bihar,Kharif,26.93,79.52,6.25,47.16,DAP,164.07,Chlorpyrifos,4.512
Jowar,Andhra Pradesh,Rabi,23.74,56.51,5.71,53.52,NPK,107.72,Lambda-Cyhalothrin,2.248
Groundnut,Odisha,Zaid,22.17,69.85,6.31,63.09,Gypsum,55.62,Carbendazim,1.946
Jowar,Bihar,Rabi,31.87,57.15,6.12,43.71,Urea,105.85,Lambda-Cyhalothrin,2.253
Groundnut,Odisha,Zaid,29.45,55.42,6.04,7.09,Gypsum,48.29,Chlorpyrifos,1.962
Potato,Tamil Nadu,Kharif,20.41,54.38,6.5,37.39,DAP,176.36,Mancozeb,2.228
Potato,Bihar,Kharif,25.53,69.45,6.28,5,Urea,187.66,Cartap Hydrochloride,2.708
Wheat,Rajasthan,Kharif,30.32,75.13,6.07,30.61,Urea,130.39,Mancozeb,3.038
Wheat,Tamil Nadu,Kharif,25.53,51.83,7.15,49.46,SSP,114.64,Propiconazole,2.105
Rice,Punjab,Kharif,26.91,43.29,6.42,43.59,MOP,149.19,Cartap Hydrochloride,2.917
Rice,West Bengal,Kharif,25.78,91.99,6.81,30.11,MOP,150.14,Imidacloprid,4.226
Pulses,Bihar,Rabi,31.55,65.47,6.06,43.36,NPK,98.86,Thiamethoxam,2.093
Maize,Odisha,Zaid,26.28,74.11,7.18,31.84,DAP,110.53,Lambda-Cyhalothrin,3.17
Wheat,Odisha,Zaid,24.46,59.99,5.86,28.95,SSP,114.57,Mancozeb,1.633
Mustard,Uttar Pradesh,Zaid,28.38,77.61,6.31,27.94,Urea,112.52,Carbendazim,2.49
Wheat,Tamil Nadu,Rabi,25.14,64.46,6.98,57.71,NPK,150.96,Propiconazole,2.008
Jowar,West Bengal,Rabi,29.4,63.73,7.0,62.23,SSP,102.24,Chlorpyrifos,2.88
Maize,Odisha,Rabi,30.09,73.37,4.58,44.24,DAP,108.94,Lambda-Cyhalothrin,3.509
Groundnut,Rajasthan,Zaid,29.24,82.42,6.83,24.64,Gypsum,55.22,Carbendazim,2.733
Groundnut,Karnataka,Kharif,28.59,76.23,6.74,52.81,Urea,106.28,Dimethoate,3.057
Groundnut,Uttar Pradesh,Kharif,24.46,68.58,5.95,31.68,Compost,56.96,Carbendazim,2.075
Potato,Tamil Nadu,Zaid,22.54,59.72,7.46,11.63,Urea,178.5,Carbendazim,1.902
Rice,Andhra Pradesh,Rabi,26.24,33.38,6.28,29.47,DAP,144.98,Chlorpyrifos,2.939
Rice,Tamil Nadu,Rabi,24.6,60.97,6.43,5,Urea,152.73,Imidacloprid,2.153
Rice,Maharashtra,Zaid,25.54,67.64,6.16,47.3,Urea,159.35,Chlorpyrifos,4.025
Maize,Odisha,Rabi,28.04,56.15,6.42,18.62,DAP,109.93,Lambda-Cyhalothrin,2.661
Cotton,West Bengal,Zaid,32.62,68.49,6.13,19.52,Compost,101.6,Acephate,3.231
Rice,Andhra Pradesh,Kharif,19.53,77.65,6.18,39.13,Urea,166.94,Chlorpyrifos,3.993
Potato,Punjab,Zaid,20.38,46.76,6.74,76.05,DAP,191.67,Carbendazim,2.363
Wheat,Maharashtra,Kharif,20.05,69.18,6.9,45.52,NPK,140.07,Carbendazim,1.966
Maize,Bihar,Kharif,21.51,65.2,6.46,57.0,DAP,131.61,Imidacloprid,2.301
Cotton,Tamil Nadu,Kharif,27.89,52.66,6.34,16.04,NPK,172.4,Imidacloprid,2.505
Rice,West Bengal,Zaid,19.75,49.18,6.65,54.06,MOP,146.43,Chlorpyrifos,3.028
Pulses,Odisha,Kharif,24.0,71.65,6.69,34.79,NPK,98.95,Thiamethoxam,1.925
Wheat,Bihar,Rabi,31.43,77.55,6.4,18.45,SSP,120.57,Propiconazole,2.762
Wheat,Punjab,Kharif,26.17,89.34,7.99,23.85,NPK,125.97,Propiconazole,3.148
Mustard,Rajasthan,Zaid,30.26,90.19,6.32,34.36,Compost,69.65,Mancozeb,3.499
Rice,Uttar Pradesh,Rabi,32.27,59.02,7.02,29.92,Urea,159.44,Chlorpyrifos,3.462
Jowar,Punjab,Zaid,28.49,60.92,6.85,36.45,Urea,104.5,Chlorpyrifos,2.074
Maize,Punjab,Rabi,32.29,47.55,6.06,58.05,Urea,129.04,Lambda-Cyhalothrin,3.064
Wheat,Maharashtra,Zaid,33.46,52.73,6.27,43.29,NPK,137.17,Carbendazim,1.659
Rice,West Bengal,Zaid,27.17,78.12,6.39,24.73,Urea,161.1,Cartap Hydrochloride,3.972
Sugarcane,Karnataka,Rabi,26.96,88.09,7.18,48.93,NPK,255.92,Chlorpyrifos,4.953
Cotton,Bihar,Rabi,30.01,76.6,6.88,47.77,Compost,111.37,Imidacloprid,3.375
Sugarcane,Andhra Pradesh,Rabi,32.15,83.84,6.58,47.76,Urea,234.77,Chlorpyrifos,5.282
Maize,Bihar,Kharif,31.61,61.43,6.54,31.9,Urea,129.65,Imidacloprid,2.443
Cotton,Punjab,Zaid,28.99,59.3,7.52,48.71,Potash,145.35,Buprofezin,2.28
Groundnut,Punjab,Rabi,28.07,52.25,6.28,17.56,Compost,56.8,Chlorpyrifos,2.066
Potato,Rajasthan,Zaid,23.5,76.33,7.07,38.31,MOP,170.21,Cartap Hydrochloride,3.566
Cotton,Odisha,Zaid,20.61,57.0,6.38,33.92,NPK,176.81,Buprofezin,1.747
Mustard,Punjab,Kharif,26.7,65.1,6.02,32.09,Compost,67.11,Carbendazim,1.556
Groundnut,Karnataka,Zaid,23.84,75.7,7.04,45.26,Gypsum,50.28,Dimethoate,2.848
Sugarcane,Andhra Pradesh,Rabi,34.23,55.56,5.57,24.37,Urea,221.87,Malathion,3.701
Wheat,Punjab,Rabi,33.45,47.51,7.49,58.18,Urea,142.56,Propiconazole,2.597
Groundnut,Bihar,Rabi,27.04,54.21,6.07,62.28,Compost,62.49,Carbendazim,1.644
Jowar,Tamil Nadu,Rabi,24.46,55.3,6.97,47.26,NPK,111.49,Imidacloprid,1.699
Maize,Bihar,Kharif,30.08,73.54,6.23,43.73,Urea,136.17,Lambda-Cyhalothrin,3.44
Sugarcane,Maharashtra,Kharif,33.67,57.88,5.75,33.51,Urea,237.11,Malathion,3.857
Potato,Rajasthan,Kharif,21.67,58.11,7.31,39.53,DAP,180.47,Carbendazim,2.231
Maize,Uttar Pradesh,Zaid,30.62,43.87,5.9,25.7,Urea,114.03,Chlorantraniliprole,2.467
Pulses,Punjab,Rabi,31.41,65.91,5.98,57.21,DAP,92.19,Mancozeb,2.159
Mustard,Maharashtra,Zaid,33.73,73.3,6.09,42.56,Urea,116.77,Mancozeb,3.017
Jowar,Andhra Pradesh,Kharif,30.32,77.86,6.58,42.15,NPK,125.36,Lambda-Cyhalothrin,3.102
Sugarcane,Rajasthan,Kharif,25.27,80.59,6.67,21.87,NPK,262.75,Chlorpyrifos,4.782
Cotton,Rajasthan,Zaid,22.72,68.34,6.31,43.36,Potash,144.85,Buprofezin,2.591
Wheat,Punjab,Rabi,27.4,65.96,6.85,35.92,SSP,119.77,Carbendazim,1.995
Cotton,West Bengal,Zaid,32.15,69.43,7.34,31.84,Compost,100.61,Imidacloprid,3.015
Mustard,West Bengal,Zaid,30.49,58.39,6.14,46.84,SSP,104.28,Imidacloprid,1.724
Potato,Bihar,Kharif,22.82,81.71,7.27,18.94,Urea,177.81,Mancozeb,3.537
Cotton,Odisha,Kharif,32.21,80.94,6.66,61.5,NPK,193.55,Buprofezin,3.746
Sugarcane,Bihar,Kharif,31.97,80.91,6.48,25.85,Urea,242.63,Chlorpyrifos,4.9
Wheat,Karnataka,Rabi,27.81,51.14,6.99,34.53,NPK,143.29,Propiconazole,1.739
Maize,Odisha,Rabi,26.23,70.26,5.53,34.22,Compost,73.43,Lambda-Cyhalothrin,2.94
Sugarcane,Rajasthan,Zaid,26.63,64.52,5.83,31.33,NPK,241.74,Imidacloprid,3.023
Cotton,Odisha,Rabi,29.88,50.71,6.41,48.14,Compost,109.41,Imidacloprid,2.597
Potato,Uttar Pradesh,Kharif,24.36,48.81,6.95,47.46,DAP,181.18,Mancozeb,2.799
Groundnut,Rajasthan,Kharif,27.43,59.42,6.72,31.36,Gypsum,47.62,Carbendazim,1.581
Wheat,Uttar Pradesh,Zaid,21.35,75.67,7.62,27.84,Urea,122.99,Mancozeb,2.406
Potato,Odisha,Rabi,22.58,56.74,6.45,55.01,Urea,207.93,Cartap Hydrochloride,2.861
Mustard,Rajasthan,Zaid,25.89,81.72,6.59,45.56,Urea,114.99,Mancozeb,2.844
Potato,Punjab,Kharif,19.66,76.92,6.0,58.33,Urea,202.97,Carbendazim,3.161
Mustard,Uttar Pradesh,Rabi,27.71,93.04,7.16,29.25,Urea,116.73,Mancozeb,3.398
Wheat,Andhra Pradesh,Kharif,33.85,50.58,6.23,41.34,NPK,141.38,Mancozeb,2.1
Pulses,West Bengal,Kharif,24.11,50.28,6.29,32.98,NPK,94.1,Thiamethoxam,1.481
Cotton,Bihar,Kharif,26.09,72.26,7.02,31.95,Potash,139.33,Buprofezin,2.661
Cotton,Rajasthan,Kharif,26.56,63.79,6.49,34.37,Potash,145.19,Acephate,2.999
Pulses,Odisha,Rabi,23.8,72.7,6.72,52.41,Compost,58.79,Mancozeb,2.351
Mustard,Tamil Nadu,Rabi,29.86,74.5,6.29,31.65,SSP,108.68,Carbendazim,2.248
Pulses,Punjab,Kharif,24.03,78.9,7.19,49.6,DAP,92.94,Imidacloprid,2.343
Wheat,Andhra Pradesh,Zaid,26.19,95.06,6.38,36.5,NPK,139.81,Carbendazim,3.225
Cotton,Tamil Nadu,Rabi,31.99,69.76,6.91,45.76,Potash,149.29,Acephate,3.668
Groundnut,Andhra Pradesh,Kharif,22.4,57.89,6.43,34.48,Gypsum,49.33,Dimethoate,2.008
Rice,Odisha,Rabi,28.83,48.82,7.31,49.6,Urea,161.52,Imidacloprid,3.03
Cotton,Rajasthan,Rabi,31.87,73.03,6.73,51.76,Potash,151.73,Buprofezin,3.308
Groundnut,Punjab,Zaid,27.22,81.74,7.13,62.98,Gypsum,53.43,Carbendazim,2.681
Maize,Odisha,Rabi,28.98,48.55,6.29,59.13,Compost,76.65,Chlorantraniliprole,2.693
Pulses,Punjab,Zaid,27.55,60.47,6.6,20.38,Compost,53.2,Mancozeb,1.583
Jowar,West Bengal,Rabi,31.22,68.88,6.73,24.93,SSP,90.16,Lambda-Cyhalothrin,2.72
Pulses,Karnataka,Rabi,25.54,74.02,6.57,41.49,NPK,101.12,Thiamethoxam,2.414
Maize,Karnataka,Zaid,31.26,66.6,6.95,34.07,DAP,119.69,Lambda-Cyhalothrin,3.076
Groundnut,Tamil Nadu,Zaid,27.71,84.36,5.85,61.98,Urea,110.17,Carbendazim,3.03
Jowar,Maharashtra,Rabi,33.5,75.22,6.75,54.52,SSP,104.64,Imidacloprid,2.541
Wheat,Maharashtra,Rabi,34.04,81.95,5.94,56.9,SSP,134.05,Propiconazole,3.262
Pulses,Rajasthan,Kharif,29.71,64.28,6.85,45.45,Compost,55.51,Mancozeb,2.308
Pulses,Andhra Pradesh,Kharif,26.54,53.58,6.71,65.82,NPK,104.76,Thiamethoxam,1.664
Jowar,Uttar Pradesh,Rabi,28.25,71.69,6.51,55.71,SSP,108.04,Lambda-Cyhalothrin,2.712
Maize,Andhra Pradesh,Kharif,17.68,58.1,6.44,35.87,Urea,122.24,Chlorantraniliprole,2.266
Sugarcane,Karnataka,Kharif,30.6,73.68,6.1,53.78,NPK,261.35,Chlorpyrifos,4.862
Groundnut,Karnataka,Rabi,27.39,62.87,5.37,48.29,Gypsum,48.42,Carbendazim,1.591
Pulses,Maharashtra,Rabi,26.05,56.61,6.65,29.34,NPK,89.43,Thiamethoxam,1.506
Potato,Punjab,Zaid,19.15,50.58,6.26,60.99,MOP,175.44,Cartap Hydrochloride,3.102
Wheat,Punjab,Kharif,24.04,65.24,6.28,43.69,Urea,131.83,Carbendazim,1.797
Groundnut,Uttar Pradesh,Rabi,27.39,56.11,6.15,64.32,Compost,65.3,Dimethoate,2.412
Potato,Odisha,Rabi,15.28,48.32,5.93,41.54,Urea,198.39,Mancozeb,2.488
Wheat,Tamil Nadu,Rabi,36.12,92.99,6.59,27.27,NPK,146.92,Carbendazim,3.323
Maize,Punjab,Kharif,32.84,81.08,6.95,52.93,Compost,76.49,Lambda-Cyhalothrin,4.394
Groundnut,Punjab,Zaid,28.47,60.28,6.35,25.28,Urea,97.03,Carbendazim,1.517
Rice,Bihar,Rabi,25.89,90.03,5.78,57.4,DAP,163.35,Chlorpyrifos,5.053
Sugarcane,Bihar,Rabi,26.53,77.2,6.43,54.8,Potash,199.21,Imidacloprid,3.94
Maize,Tamil Nadu,Rabi,27.21,63.46,6.85,53.29,DAP,121.06,Imidacloprid,2.855
Maize,West Bengal,Rabi,32.74,72.91,7.11,19.69,DAP,110.42,Imidacloprid,2.879
Maize,West Bengal,Kharif,29.58,77.56,7.77,51.12,Urea,126.2,Lambda-Cyhalothrin,3.98
Potato,Karnataka,Rabi,17.64,73.35,6.22,24.11,Urea,191.51,Cartap Hydrochloride,3.228
Groundnut,Karnataka,Kharif,30.9,60.89,6.91,37.06,Gypsum,50.55,Chlorpyrifos,2.256
Groundnut,Maharashtra,Rabi,23.52,76.99,6.26,64.64,Compost,68.84,Carbendazim,2.299
Rice,Bihar,Rabi,33.32,70.81,7.07,42.85,MOP,150.43,Chlorpyrifos,4.177
Rice,Karnataka,Rabi,30.0,75.2,6.04,37.15,MOP,144.25,Imidacloprid,3.462
Wheat,West Bengal,Zaid,22.8,67.4,7.62,60.54,NPK,140.8,Mancozeb,2.751
Cotton,Punjab,Rabi,29.02,77.56,7.57,28.27,Compost,95.16,Acephate,3.629
Mustard,Odisha,Zaid,28.25,66.36,6.32,29.05,Urea,110.91,Carbendazim,1.606
Sugarcane,West Bengal,Rabi,22.61,71.89,6.92,26.43,Urea,231.49,Chlorpyrifos,4.253
Jowar,Maharashtra,Zaid,28.78,62.58,7.02,53.44,Urea,111.54,Imidacloprid,1.896
Potato,Uttar Pradesh,Rabi,23.2,47.18,6.89,60.86,Urea,199.86,Mancozeb,2.426
Cotton,Uttar Pradesh,Kharif,27.82,71.69,5.58,69.1,Compost,107.34,Acephate,3.083
Groundnut,Bihar,Kharif,26.23,60.08,6.89,47.67,Compost,62.35,Carbendazim,1.781
Jowar,Tamil Nadu,Zaid,24.95,51.78,7.09,41.4,Urea,103.52,Lambda-Cyhalothrin,2.028
Wheat,Karnataka,Kharif,31.23,64.49,6.9,42.06,NPK,144.68,Carbendazim,2.274
Jowar,Uttar Pradesh,Zaid,29.78,58.22,7.39,6.57,SSP,82.61,Lambda-Cyhalothrin,2.129
Maize,Bihar,Rabi,30.6,72.93,6.43,74.33,Urea,136.45,Lambda-Cyhalothrin,4.117
Groundnut,Odisha,Zaid,29.12,69.9,6.55,25.73,Compost,54.48,Chlorpyrifos,2.491
Sugarcane,Maharashtra,Rabi,31.48,56.82,6.6,51.13,Potash,204.6,Malathion,3.892
Potato,Tamil Nadu,Zaid,22.1,56.13,6.27,5,Urea,180.82,Mancozeb,2.636
Cotton,West Bengal,Rabi,26.27,56.3,5.93,39.64,Potash,140.01,Acephate,2.975
Groundnut,Bihar,Kharif,20.95,73.94,6.38,41.26,Gypsum,51.14,Dimethoate,3.024
Maize,Rajasthan,Zaid,31.74,79.9,6.08,40.1,DAP,122.67,Chlorantraniliprole,3.521
Wheat,Tamil Nadu,Zaid,30.22,63.37,6.62,53.88,SSP,123.8,Mancozeb,2.726
Mustard,Odisha,Kharif,30.94,72.17,7.45,45.51,Urea,112.74,Imidacloprid,2.54
Cotton,West Bengal,Zaid,23.76,60.98,6.26,55.71,NPK,185.26,Imidacloprid,2.564
Cotton,Odisha,Rabi,24.82,67.47,6.49,27.55,Compost,100.4,Imidacloprid,2.644
Wheat,Punjab,Zaid,24.57,68.97,6.54,22.36,SSP,118.33,Mancozeb,1.855
Sugarcane,Tamil Nadu,Kharif,29.35,68.0,6.11,53.12,NPK,256.5,Malathion,4.139
Wheat,Punjab,Rabi,32.73,71.16,6.55,16.08,SSP,118.79,Carbendazim,2.495
Mustard,Andhra Pradesh,Rabi,27.33,75.77,6.84,29.35,SSP,110.32,Imidacloprid,2.231
Sugarcane,Uttar Pradesh,Kharif,30.44,56.84,5.89,53.01,Potash,204.09,Imidacloprid,3.366
Jowar,Andhra Pradesh,Rabi,25.26,73.83,5.38,22.0,Urea,100.64,Imidacloprid,2.484
Potato,West Bengal,Kharif,22.02,81.77,6.74,30.17,MOP,169.86,Cartap Hydrochloride,3.687
Groundnut,Tamil Nadu,Rabi,33.78,71.41,6.97,35.9,Gypsum,52.44,Carbendazim,2.282
Mustard,Odisha,Kharif,20.68,75.97,7.46,45.0,Compost,66.02,Mancozeb,2.531
Groundnut,Tamil Nadu,Zaid,35.34,83.29,7.59,49.53,Urea,111.3,Chlorpyrifos,4.146
Maize,Karnataka,Rabi,22.46,90.07,6.77,24.87,DAP,115.93,Chlorantraniliprole,3.751
Mustard,Karnataka,Kharif,31.39,70.58,6.7,62.13,SSP,106.56,Mancozeb,2.527
Jowar,Andhra Pradesh,Kharif,30.52,79.17,5.87,57.65,Urea,119.01,Chlorpyrifos,2.994
Maize,Andhra Pradesh,Zaid,28.04,56.78,5.87,27.2,Compost,67.11,Imidacloprid,1.85
Rice,Bihar,Kharif,33.6,69.48,5.65,52.76,DAP,165.57,Chlorpyrifos,3.714
Jowar,Tamil Nadu,Zaid,17.93,51.11,6.02,39.62,NPK,107.4,Lambda-Cyhalothrin,2.244
Potato,Karnataka,Zaid,24.91,70.68,5.77,34.26,Urea,188.33,Mancozeb,3.196
Jowar,Maharashtra,Rabi,28.25,67.42,6.74,51.54,SSP,101.12,Imidacloprid,1.885
Sugarcane,Rajasthan,Rabi,29.97,53.42,6.52,31.04,Urea,227.73,Malathion,3.555
Potato,Tamil Nadu,Rabi,27.1,65.87,6.07,34.18,DAP,189.57,Mancozeb,2.907
Jowar,West Bengal,Rabi,30.42,70.75,6.42,31.26,Urea,108.75,Chlorpyrifos,2.43
Sugarcane,Tamil Nadu,Kharif,27.97,65.85,6.9,47.45,Potash,209.57,Imidacloprid,3.825
Sugarcane,Karnataka,Kharif,24.57,57.78,5.73,37.28,Urea,231.31,Chlorpyrifos,3.806
Sugarcane,Andhra Pradesh,Kharif,32.22,73.88,6.29,36.82,NPK,264.0,Malathion,4.668
Potato,Maharashtra,Rabi,17.94,54.08,7.68,53.42,MOP,178.6,Carbendazim,2.228
Sugarcane,Uttar Pradesh,Zaid,25.21,56.36,6.34,32.38,Urea,230.4,Chlorpyrifos,3.308
Sugarcane,Rajasthan,Rabi,28.7,74.4,6.53,45.02,NPK,251.59,Malathion,4.941
Mustard,Maharashtra,Rabi,29.89,84.28,7.49,41.83,Urea,112.2,Carbendazim,2.892
Cotton,West Bengal,Kharif,29.12,95.44,5.66,58.95,NPK,184.7,Imidacloprid,4.4
Pulses,Bihar,Kharif,29.76,63.09,6.86,35.12,Compost,55.6,Imidacloprid,1.855
Sugarcane,Bihar,Zaid,23.25,67.08,6.01,59.98,Potash,205.36,Chlorpyrifos,4.062
Sugarcane,Tamil Nadu,Zaid,33.11,53.3,7.24,62.94,Potash,204.3,Malathion,3.854
Jowar,Odisha,Zaid,33.15,61.34,7.05,12.84,Urea,101.04,Lambda-Cyhalothrin,2.025
Maize,Punjab,Kharif,24.08,65.53,6.19,25.93,Compost,70.95,Imidacloprid,1.93
Rice,Andhra Pradesh,Rabi,31.14,66.6,6.2,18.58,DAP,150.25,Cartap Hydrochloride,3.761
Mustard,Karnataka,Zaid,24.7,76.05,6.18,42.03,SSP,103.05,Imidacloprid,2.48
Sugarcane,Karnataka,Kharif,27.43,51.1,7.7,53.42,Potash,204.06,Chlorpyrifos,3.356
Potato,Bihar,Rabi,20.94,64.76,6.91,36.86,MOP,183.65,Carbendazim,2.429
Groundnut,Maharashtra,Zaid,20.95,66.67,6.67,51.45,Gypsum,53.19,Chlorpyrifos,2.458
Maize,Odisha,Rabi,21.58,57.32,7.0,14.59,Urea,116.14,Lambda-Cyhalothrin,2.14
Groundnut,Bihar,Zaid,27.32,58.93,6.02,73.44,Gypsum,56.19,Carbendazim,1.892
Pulses,Andhra Pradesh,Rabi,25.42,46.46,6.51,56.99,NPK,103.68,Imidacloprid,1.663
Maize,Odisha,Kharif,22.7,70.05,6.71,53.38,DAP,128.11,Chlorantraniliprole,2.977
Groundnut,Tamil Nadu,Zaid,25.86,66.33,6.23,55.31,Urea,103.01,Dimethoate,2.542
Sugarcane,Maharashtra,Kharif,28.93,86.35,6.85,31.31,Potash,205.43,Malathion,4.845
